,Experiment,TrackID,Location,Track Displacement Y,Track Displacement X,Track Displacement Length,Track Duration,Track Length,Track Position X Start,Track Speed Max,Track Speed Mean,Track Speed Variation,Track Straightness,Alpha,Y Start Center,Gamma,Intensity,Mean InstaSpeed,Max Acceleration,Velocity X,Velocity Y,Time Interval,X Start Center,Filename,Experiment Num,Track Intensity Mean,Alphas,Mean Angle X,Mean Angle Y
114,22814,1000000056,Back,30.2588,43.8826,53.3036,91.0,87.2682,299.2,1.4097899999999999,0.958991,0.353564,0.610803,2.197214787,-65.98899999999999,10.07132506,652.3952142999999,0.7713269290000001,0.36196100000000003,0.49184602899999996,0.321500079,7.0,67.2,Ang2Tracks.csv,,,,,
115,22814,1000000065,Back,28.5295,125.464,128.667,217.0,170.456,292.565,1.3415700000000002,0.785512,0.41701800000000006,0.754838,1.873183195,17.726,26.66271667,644.515125,0.681478563,0.31979,0.5819536160000001,0.13612395900000002,7.0,60.565,Ang2Tracks.csv,,,,,
116,22814,1000000066,Back,14.3087,202.132,202.638,266.0,265.755,288.853,1.91867,0.999079,0.44655900000000004,0.762498,2.123048683,-10.513,36.41591723,564.241,0.878454205,0.36735500000000004,0.748981397,0.053486282,7.0,56.853,Ang2Tracks.csv,,,,,
117,22814,1000000120,Back,35.7095,226.162,228.96400000000003,217.0,243.767,289.55,2.67298,1.12335,0.47335200000000005,0.9392719999999999,1.9477742130000002,-24.8902,81.55632905,585.2202812999999,1.083613375,0.27892100000000003,1.024173125,0.165059744,7.0,57.55,Ang2Tracks.csv,,,,,
118,22814,1000000188,Back,25.119,201.047,202.61,189.0,218.118,314.278,2.56188,1.15406,0.457478,0.928903,2.01625,-20.006,54.15240143,598.2161428999999,1.126987821,0.23026999999999997,1.074000214,0.148527543,7.0,82.27799999999999,Ang2Tracks.csv,,,,,
119,22814,1000000191,Back,-5.12884,138.864,138.959,112.0,160.016,291.04200000000003,2.4394,1.4287100000000001,0.40266,0.868409,1.8927954269999998,-3.139,115.67269250000001,607.0613529,1.301412765,0.378101,1.211783718,-0.0026714940000000004,7.0,59.042,Ang2Tracks.csv,,,,,
120,22814,1000000289,Back,50.0481,215.36599999999999,221.104,231.0,251.894,281.496,1.9790400000000001,1.09045,0.415738,0.877767,1.971617679,-0.691,61.05672894,520.8622647,0.996350588,0.22880799999999998,0.914835862,0.21916399399999997,7.0,49.496,Ang2Tracks.csv,,,,,
121,22814,1000000299,Back,15.0869,128.937,129.816,168.0,174.395,299.203,1.8311400000000002,1.03807,0.360931,0.74438,1.722867911,-4.406000000000001,52.76376964,561.0599599999999,0.94833968,0.329271,0.78979132,0.10154953,7.0,67.203,Ang2Tracks.csv,,,,,
122,22814,1000000326,Back,53.4025,181.31,189.01,175.0,206.981,286.749,2.1935,1.18275,0.452804,0.913176,1.9319911509999999,-25.8925,80.57943265,553.5641154,1.117434885,0.335458,1.055670692,0.309748335,7.0,54.748999999999995,Ang2Tracks.csv,,,,,
123,22814,1000000429,Back,25.8468,137.86700000000002,140.269,147.0,162.759,287.006,2.88065,1.1072,0.693563,0.861822,1.713023982,-0.409,115.6388247,571.9705,1.033410318,0.455816,0.9342754959999999,0.183992245,7.0,55.006,Ang2Tracks.csv,,,,,
124,22814,1000000470,Back,15.8036,145.564,146.42,154.0,220.63,288.905,2.17616,1.43266,0.286101,0.663644,1.815237358,31.682,88.32468775,539.6405652000001,1.202885739,0.497308,0.911700643,0.10362730699999999,7.0,56.905,Ang2Tracks.csv,,,,,
125,22814,1000000511,Back,10.1649,78.1908,78.8488,77.0,90.3532,281.582,1.65087,1.1734200000000001,0.25652800000000003,0.8726719999999999,1.635314736,40.093,121.5917554,491.0198333000001,1.10652525,0.240254,1.039640833,0.132655375,7.0,49.582,Ang2Tracks.csv,,,,,
126,91714,1000000000,Front,-29.1169,110.459,114.23200000000001,256.0,175.391,196.382,1.3046200000000001,0.6851189999999999,0.340059,0.651302,1.516068758,21.694000000000003,35.09257829,93.41236667,0.595977606,0.196871,0.44028906700000003,-0.11875264199999999,8.0,74.382,Ang2Tracks.csv,,,,,
127,91714,1000000008,Front,-9.85754,102.39200000000001,102.866,160.0,129.059,185.076,1.39527,0.80662,0.429859,0.797042,1.8468219259999998,9.47,25.3690201,117.5206429,0.788357667,0.22543200000000002,0.657790667,-0.069411977,8.0,63.076,Ang2Tracks.csv,,,,,
128,91714,1000000016,Front,-10.1608,83.3664,83.9833,152.0,98.0754,202.351,1.2377200000000002,0.645233,0.385886,0.8563139999999999,1.868967913,6.476,27.58808389,117.32153500000001,0.59054095,0.17687,0.558528005,-0.08599779099999999,8.0,80.351,Ang2Tracks.csv,,,,,
129,91714,1000000024,Front,17.1204,176.547,177.375,264.0,224.489,180.44099999999997,1.6905700000000001,0.8503350000000001,0.44402200000000003,0.790131,1.8438748130000002,-0.85,49.68576894,129.2406618,0.7823176470000001,0.18362,0.669204435,0.06378148,8.0,58.441,Ang2Tracks.csv,,,,,
130,91714,1000000044,Front,6.991060000000001,176.581,176.71900000000002,232.0,204.15400000000002,184.83599999999998,1.8011700000000002,0.879973,0.5509729999999999,0.865617,1.91344015,-7.457999999999999,56.33113976,123.22228999999999,0.8078251670000001,0.18298399999999998,0.74607,0.024563037000000003,8.0,62.836000000000006,Ang2Tracks.csv,,,,,
131,91714,1000000094,Front,42.2168,147.241,153.173,152.0,167.321,186.959,2.12966,1.10079,0.395536,0.9154469999999999,1.900336983,-18.548,69.48073692,103.03971999999999,1.05000095,0.189883,0.966433285,0.260295755,8.0,64.959,Ang2Tracks.csv,,,,,
132,91714,1000000110,Front,9.79462,148.68200000000002,149.005,128.0,153.984,196.05700000000002,2.1177599999999996,1.203,0.390842,0.967666,1.751283832,-2.324,193.95059080000001,104.0831176,1.1439612940000001,0.247245,1.119901,0.064096994,8.0,74.057,Ang2Tracks.csv,,,,,
133,50214,1000000000,Back,22.5892,103.67299999999999,106.10600000000001,175.0,150.291,122.24600000000001,2.2869599999999997,0.858807,0.606434,0.706002,1.8772830919999999,-30.888,35.2211716,110.6922577,0.734128142,0.426339,0.609954587,0.132092871,7.0,44.746,Ang2Tracks.csv,,,,,
134,50214,1000000003,Back,-3.89417,135.129,135.185,455.0,287.892,147.71,1.66805,0.63273,0.44031099999999995,0.46956800000000004,1.592014831,-20.888,14.04219603,114.6007727,0.511622511,0.356822,0.293937517,-0.011625409,7.0,70.21,Ang2Tracks.csv,,,,,
135,50214,1000000022,Back,-4.35358,29.3226,29.644000000000002,63.0,34.8577,215.275,1.1182299999999998,0.553296,0.530293,0.850432,2.652951878,-7.859,2.468426313,98.78374000000001,0.54905241,0.11745,0.50212424,-0.06768181,7.0,137.775,Ang2Tracks.csv,,,,,
136,50214,1000000061,Back,-1.9298099999999998,135.385,135.399,329.0,193.44799999999998,127.648,1.34851,0.587989,0.40392,0.699924,1.582546761,-17.567999999999998,25.86810398,107.94333119999999,0.510717502,0.19891099999999998,0.398931231,-0.006505800000000001,7.0,50.148,Ang2Tracks.csv,,,,,
