,date,state,Population,Per100kDeath,Per100kTests,Per100kDeathCumulative,Per100kTestsCumulative,Date,DateTime
10046,20200409,MD,5773552.0,0.519610804579226,53.12154458814955,3.827799593733632,719.2972367790227,409,2020-04-09
10045,20200409,MA,6547629.0,1.6799974464038816,118.74527405263798,11.0727104422074,1862.0786241859457,409,2020-04-09
10044,20200409,LA,4533372.0,1.1029317691113811,121.60925686222087,15.485162038323791,1917.3145287878428,409,2020-04-09
10043,20200409,KY,4339367.0,0.18435868641670547,4.539832653011373,1.6822730135524377,502.40046532132453,409,2020-04-09
10042,20200409,KS,2853118.0,0.14019749621291513,20.74922943951144,1.472073710235609,377.6570054235401,409,2020-04-09
10041,20200409,IN,6483802.0,0.6477680842197217,19.494734725088765,3.7786471579483765,495.58885357695993,409,2020-04-09
10040,20200409,IL,12830632.0,0.5143939908805739,45.13417577559702,4.115151927044591,630.1871957671298,409,2020-04-09
10039,20200409,ID,1567582.0,0.19137754835153759,40.38066270217443,1.1482652901092254,799.3840194643725,409,2020-04-09
10038,20200409,IA,3046355.0,0.06565223028832819,33.05589795017324,0.9519573391807585,491.5054220535689,409,2020-04-09
10037,20200409,HI,1360301.0,0.0,44.25491122920589,0.36756570788376985,1157.9054929754518,409,2020-04-09
10035,20200409,GA,9687653.0,0.175481099498506,23.720915685150985,3.9121962770549272,424.0965278174187,409,2020-04-09
10034,20200409,FL,18801310.0,0.2393450243626641,50.07629787498849,1.8828475249862908,811.3743138111121,409,2020-04-09
10033,20200409,DE,897934.0,0.22273351939006653,148.56325743317439,3.786469829631131,1101.417253383879,409,2020-04-09
10032,20200409,DC,601723.0,0.8309471301578966,73.28953687992647,5.318061633010538,1449.836552699498,409,2020-04-09
10031,20200409,CT,3574097.0,2.8818467993454013,124.95463889200543,10.63205615292478,937.3556453560158,409,2020-04-09
10030,20200409,CO,5029196.0,0.2783745155289235,24.51684126051162,3.8375915355058745,631.6715435230601,409,2020-04-09
10029,20200409,CA,37253956.0,0.13421393421949607,51.63478477292452,1.320665112719841,438.8795648977521,409,2020-04-09
10028,20200409,AZ,6392017.0,0.14080062678181238,40.894759823073066,1.3923617537312556,581.63174472158,409,2020-04-09
10026,20200409,AR,2915918.0,0.10288355159507229,14.437991740508476,0.7201848611655061,512.737326632642,409,2020-04-09
10025,20200409,AL,4779736.0,0.1673732607826039,35.67142620429245,1.548202662239086,435.73536278991145,409,2020-04-09
10024,20200409,AK,710231.0,0.0,21.823885468249063,0.9855948275983447,1016.9930628204062,409,2020-04-09
10023,20200410,WY,563626.0,0.0,148.32530791695203,0.0,900.5972045292447,410,2020-04-10
10022,20200410,WV,1852994.0,0.0,37.344967118080255,0.2698335774427764,785.485543935922,410,2020-04-10
10021,20200410,WI,5686986.0,0.29892811411879683,35.57244558013682,2.2507528592474118,648.6740076377891,410,2020-04-10
10020,20200410,WA,6724540.0,0.25280539635424876,66.6365282978464,7.078551097918966,1982.1281455683213,410,2020-04-10
10019,20200410,VT,625741.0,0.15981052863724768,50.659937578007515,3.835452687293944,1312.8434927549897,410,2020-04-10
10017,20200410,VA,8001024.0,0.14998080245728546,42.14460549049722,1.5123064247776283,592.3241825046395,410,2020-04-10
10016,20200410,UT,2763885.0,0.14472382172196022,86.43630252344074,0.6150762423183309,1474.8081052576356,410,2020-04-10
10015,20200410,TX,25145561.0,0.10737481657299273,38.11408303835416,0.8987669831665319,460.1925564516138,410,2020-04-10
10014,20200410,TN,6346105.0,0.0630307881763696,46.48520628007258,1.5442543103210553,989.5676166719587,410,2020-04-10
10013,20200410,SD,814180.0,0.0,61.411481490579476,0.7369377778869538,939.2271979169226,410,2020-04-10
10012,20200410,SC,4625364.0,0.10809960037739733,17.641854781591245,1.5566342454345214,609.3142074872378,410,2020-04-10
10011,20200410,RI,1052567.0,0.5700349716455104,170.91548566504554,4.655285601771669,1552.1102219621173,410,2020-04-10
10009,20200410,PA,12702379.0,0.614058201223566,58.39063690352807,3.274977073192352,889.7467159498233,410,2020-04-10
10008,20200410,OR,3831074.0,0.0,0.0,1.1485030046404743,668.9246931800326,410,2020-04-10
10007,20200410,OK,3751351.0,0.2132565041234478,50.24856378408739,2.345821545357926,590.8271446740121,410,2020-04-10
10006,20200410,OH,11536504.0,0.15602647041079343,22.433139190174078,2.002339703605182,507.71880285396685,410,2020-04-10
10005,20200410,NY,19378102.0,4.009680617843791,135.9059829492073,40.47868052299446,2156.480546959656,410,2020-04-10
10004,20200410,NV,2700551.0,0.37029480280135424,36.214831713972444,4.443537633616251,842.3836468928008,410,2020-04-10
10003,20200410,NM,2059179.0,0.14568913144510506,159.82097719528025,0.9226978324856654,1315.961361299819,410,2020-04-10
10002,20200410,NJ,8791894.0,3.2416223398507764,72.00951239857987,28.674140065837918,1291.2234838136128,410,2020-04-10
10001,20200410,NH,1316470.0,0.2278821393575243,34.48616375610534,1.59517497550267,819.5401338427765,410,2020-04-10
10000,20200410,NE,1826341.0,0.05475428739758895,36.740126843782186,0.8213143109638342,512.1716043170471,410,2020-04-10
9999,20200410,ND,672591.0,0.14867876614465553,63.485833143767906,0.892072596867933,1397.7290805259065,410,2020-04-10
9998,20200410,NC,9535483.0,0.09438431173334377,103.15156557879658,0.7760487853630488,604.5315166520668,410,2020-04-10
9997,20200410,MT,989415.0,0.0,44.1675131264434,0.6064189445278271,838.5763304578969,410,2020-04-10
9996,20200410,MS,2967297.0,0.2022042282926178,7.043447285526187,2.7634577866657772,711.1185702004215,410,2020-04-10
9994,20200410,MO,5988927.0,0.3172521555196782,37.50254427879985,1.6029582594678478,680.2554113616679,410,2020-04-10
9993,20200410,MN,5303925.0,0.13197773347096725,33.16411902506163,1.074675829692162,699.0672002337891,410,2020-04-10
9992,20200410,MI,9883640.0,1.628954514733438,42.929527987664464,19.39568822822361,908.2584958578013,410,2020-04-10
9991,20200410,ME,1328361.0,0.07528074070226391,1.957299258258862,1.2797725919384866,502.4236634469094,410,2020-04-10
9990,20200410,MD,5773552.0,0.5888922451897896,50.5581312855587,4.4166918389234215,769.8553680645814,410,2020-04-10
9989,20200410,MA,6547629.0,1.6341793342292303,135.1787036192796,12.70688977643663,1997.2573278052255,410,2020-04-10
9988,20200410,LA,4533372.0,1.169107675258064,118.25634428412229,16.654269713581854,2035.5708730719648,410,2020-04-10
9987,20200410,KY,4339367.0,0.39176220863549915,57.31250663979331,2.074035222187937,559.7129719611178,410,2020-04-10
9986,20200410,KS,2853118.0,0.28039499242583027,22.396550020013194,1.7524687026614392,400.05355544355336,410,2020-04-10
9985,20200410,IN,6483802.0,0.8482677293353498,44.83480525777931,4.626914887283726,540.4236588347392,410,2020-04-10
9984,20200410,IL,12830632.0,0.5299816875739246,51.984968472324674,4.645133614618516,682.1721642394544,410,2020-04-10
9983,20200410,ID,1567582.0,0.38275509670307517,35.91518657397189,1.5310203868123007,835.2992060383444,410,2020-04-10
9982,20200410,IA,3046355.0,0.06565223028832819,32.16959284128081,1.0176095694690868,523.6750148948498,410,2020-04-10
9981,20200410,HI,1360301.0,0.07351314157675397,29.25823034754808,0.44107884946052384,1187.1637233229999,410,2020-04-10
9979,20200410,GA,9687653.0,0.38192945184968946,52.25207798008455,4.294125728904617,476.3486057975033,410,2020-04-10
9978,20200410,FL,18801310.0,0.19147601949013127,54.68235989938999,2.0743235444764223,866.0566737105021,410,2020-04-10
9977,20200410,DE,897934.0,0.22273351939006653,206.1398721955066,4.009203349021197,1307.5571255793857,410,2020-04-10
9976,20200410,DC,601723.0,0.9971365561894758,104.86552782592656,6.315198189200014,1554.7020805254244,410,2020-04-10
9975,20200410,CT,3574097.0,1.9025784694707502,77.94975905802221,12.53463462239553,1015.3054044140381,410,2020-04-10
9974,20200410,CO,5029196.0,1.1333819560820457,43.72468283200734,4.97097349158792,675.3962263550675,410,2020-04-10
9973,20200410,CA,37253956.0,0.13152965553510612,3.6586718468234625,1.4521947682549472,442.53823674457556,410,2020-04-10
9972,20200410,AZ,6392017.0,0.12515611269494434,8.698349832298632,1.5175178664262001,590.3300945538788,410,2020-04-10
9970,20200410,AR,2915918.0,0.06858903439671485,74.38480780323727,0.7887738955622208,587.1221344358792,410,2020-04-10
9969,20200410,AL,4779736.0,0.1255299455869529,4.1634098619672715,1.673732607826039,439.8987726518787,410,2020-04-10
9968,20200410,AK,710231.0,0.0,29.427045566864866,0.9855948275983447,1046.4201083872713,410,2020-04-10
9967,20200411,WY,563626.0,0.0,82.50151696337642,0.0,983.0987214926209,411,2020-04-11
9966,20200411,WV,1852994.0,0.0,48.40814379323409,0.2698335774427764,833.8936877291562,411,2020-04-11
9965,20200411,WI,5686986.0,0.15825606041583362,28.345418821147092,2.409008919663245,677.0194264589363,411,2020-04-11
9964,20200411,WA,6724540.0,0.26767630202214576,32.52267069569071,7.346227399941111,2014.650816264012,411,2020-04-11
9963,20200411,VT,625741.0,0.15981052863724768,92.8499171382409,3.9952632159311916,1405.6934098932304,411,2020-04-11
9961,20200411,VA,8001024.0,0.1124856018429641,34.983022173161835,1.6247920266205926,627.3072046778012,411,2020-04-11
9960,20200411,UT,2763885.0,0.036180955430490054,64.54682448799426,0.651257197748821,1539.3549297456298,411,2020-04-11
9959,20200411,TX,25145561.0,0.11135166163125174,19.148508955517038,1.0101186447977835,479.3410654071309,411,2020-04-11
9958,20200411,TN,6346105.0,0.0472730911322772,63.48776139064828,1.5915274014533323,1053.055378062607,411,2020-04-11
9957,20200411,SD,814180.0,0.0,43.84779778427375,0.7369377778869538,983.0749957011963,411,2020-04-11
9956,20200411,SC,4625364.0,0.17295936060383574,41.294047344165776,1.7295936060383572,650.6082548314035,411,2020-04-11
9955,20200411,RI,1052567.0,0.6650408002530955,284.35244502250214,5.320326402024764,1836.4626669846195,411,2020-04-11
9953,20200411,PA,12702379.0,0.614058201223566,56.162707788832314,3.8890352744159187,945.9094237386556,411,2020-04-11
9952,20200411,OR,3831074.0,0.10440936405822493,41.68543860024631,1.2529123686986992,710.6101317802788,411,2020-04-11
9951,20200411,OK,3751351.0,0.15994237809258585,13.1685891296229,2.5057639234505116,603.9957338036351,411,2020-04-11
9950,20200411,OH,11536504.0,0.13869019592070525,16.452124491093663,2.1410298995258876,524.1709273450605,411,2020-04-11
9949,20200411,NY,19378102.0,4.040643402537565,119.18091875045347,44.51932392553202,2275.6614657101095,411,2020-04-11
9948,20200411,NV,2700551.0,0.18514740140067712,31.030704474753485,4.628685035016928,873.4143513675543,411,2020-04-11
9947,20200411,NM,2059179.0,0.0,0.0,0.9226978324856654,1315.961361299819,411,2020-04-11
9946,20200411,NJ,8791894.0,3.6738386518308794,75.86533686598132,32.347978717668795,1367.0888206795942,411,2020-04-11
9945,20200411,NH,1316470.0,0.07596071311917477,41.70243150242695,1.6711356886218447,861.2425653452034,411,2020-04-11
9944,20200411,NE,1826341.0,0.1095085747951779,34.54995534787863,0.9308228857590122,546.7215596649257,411,2020-04-11
9943,20200411,ND,672591.0,0.14867876614465553,90.69404734823986,1.0407513630125886,1488.4231278741463,411,2020-04-11
9942,20200411,NC,9535483.0,0.06292287448889584,28.818676515914298,0.8389716598519447,633.3501931679812,411,2020-04-11
9941,20200411,MT,989415.0,0.0,28.703830040983817,0.6064189445278271,867.2801604988806,411,2020-04-11
9940,20200411,MS,2967297.0,0.3707077518697993,5.830221915770481,3.1341655385355764,716.948792116192,411,2020-04-11
9938,20200411,MO,5988927.0,0.21706726430293774,40.60827590651881,1.8200255237707856,720.8636872681868,411,2020-04-11
9937,20200411,MN,5303925.0,0.13197773347096725,30.656542089113252,1.2066535631631292,729.7237423229024,411,2020-04-11
9936,20200411,MI,9883640.0,1.6593077044489684,34.92640363266975,21.05499593267258,943.1848994904713,411,2020-04-11
9935,20200411,ME,1328361.0,0.15056148140452782,2.2584222210679172,1.4303340733430143,504.6820856679773,411,2020-04-11
9934,20200411,MD,5773552.0,0.7447754865635574,48.32380482586803,5.16146732548698,818.1791728904495,411,2020-04-11
9933,20200411,MA,6547629.0,1.7410882626367499,81.03696773289995,14.447978039073382,2078.294295538125,411,2020-04-11
9932,20200411,LA,4533372.0,1.1249904044936088,102.24177499662503,17.779260118075463,2137.81264806859,411,2020-04-11
9931,20200411,KY,4339367.0,0.0,0.0,2.074035222187937,559.7129719611178,411,2020-04-11
9930,20200411,KS,2853118.0,0.17524687026614394,32.56086849544954,1.927715572927583,432.6144239390029,411,2020-04-11
9929,20200411,IN,6483802.0,0.4626914887283726,64.3912321813652,5.0896063760120995,604.8148910161044,411,2020-04-11
9928,20200411,IL,12830632.0,0.6313017160807044,36.02316705833353,5.27643533069922,718.195331297788,411,2020-04-11
9927,20200411,ID,1567582.0,0.0637925161171792,42.74098579851006,1.59481290292948,878.0401918368544,411,2020-04-11
9926,20200411,IA,3046355.0,0.09847834543249227,38.70198975496946,1.116087914901579,562.3770046498191,411,2020-04-11
9925,20200411,HI,1360301.0,0.14702628315350794,101.59516165907398,0.5881051326140317,1288.7588849820738,411,2020-04-11
9923,20200411,GA,9687653.0,0.12386901141071009,57.475221294569494,4.417994740315327,533.8238270920729,411,2020-04-11
9922,20200411,FL,18801310.0,0.255301359320175,53.73561735857767,2.329624903796597,919.7922910690797,411,2020-04-11
9921,20200411,DE,897934.0,0.7795673178652328,-71.05199268543122,4.788770666886431,1236.5051328939544,411,2020-04-11
9920,20200411,DC,601723.0,1.4957048342842139,113.67356740560025,7.810903023484228,1668.3756479310248,411,2020-04-11
9919,20200411,CT,3574097.0,1.2870383764066842,99.12993407845394,13.821672998802216,1114.4353384924918,411,2020-04-11
9918,20200411,CO,5029196.0,0.0,33.30552239363906,4.97097349158792,708.7017487487066,411,2020-04-11
9917,20200411,CA,37253956.0,0.18253095053851462,22.42983268676218,1.6347257187934618,464.96806943133777,411,2020-04-11
9916,20200411,AZ,6392017.0,0.17208965495554845,43.742061386883044,1.6896075213817487,634.0721559407617,411,2020-04-11
9914,20200411,AR,2915918.0,0.034294517198357424,50.00140607520513,0.8230684127605783,637.1235405110843,411,2020-04-11
9913,20200411,AL,4779736.0,0.23013823357608035,4.665529644315083,1.9038708414021193,444.5643022961938,411,2020-04-11
9912,20200411,AK,710231.0,0.14079926108547783,42.23977832564335,1.1263940886838226,1088.6598867129146,411,2020-04-11
9911,20200412,WY,563626.0,0.0,3.7258749596363545,0.0,986.8245964522574,412,2020-04-12
9910,20200412,WV,1852994.0,0.16190014646566583,43.443205968286996,0.4317337239084422,877.3368936974432,412,2020-04-12
9909,20200412,WI,5686986.0,0.1230880469900928,24.230761250335416,2.532096966653338,701.2501877092717,412,2020-04-12
9908,20200412,WA,6724540.0,0.22306358501845477,22.023811294155436,7.569290984959565,2036.6746275581677,412,2020-04-12
9907,20200412,VT,625741.0,0.31962105727449536,108.9907805306029,4.314884273205688,1514.6841904238336,412,2020-04-12
9905,20200412,VA,8001024.0,0.13748240225251168,29.558716484290013,1.7622744288731043,656.8659211620912,412,2020-04-12
9904,20200412,UT,2763885.0,0.0,61.07345276666721,0.651257197748821,1600.428382512297,412,2020-04-12
9903,20200412,TX,25145561.0,0.06760636599040284,15.907380233035962,1.0777250107881864,495.24844564016684,412,2020-04-12
9902,20200412,TN,6346105.0,0.0,60.651375922711644,1.5915274014533323,1113.7067539853185,412,2020-04-12
9901,20200412,SD,814180.0,0.0,67.42980667665627,0.7369377778869538,1050.5048023778525,412,2020-04-12
9900,20200412,SC,4625364.0,0.043239840150958934,28.797733540538648,1.7728334461893163,679.4059883719423,412,2020-04-12
9899,20200412,RI,1052567.0,0.6650408002530955,209.2028345939023,5.9853672022778595,2045.6655015785218,412,2020-04-12
9897,20200412,PA,12702379.0,0.102343033537261,37.29222691276964,3.9913783079531795,983.2016506514251,412,2020-04-12
9896,20200412,OR,3831074.0,0.10440936405822493,66.14333213088548,1.357321732756924,776.7534639111643,412,2020-04-12
9895,20200412,OK,3751351.0,0.05331412603086195,2.7190204275739593,2.5590780494813736,606.714754231209,412,2020-04-12
9894,20200412,OH,11536504.0,0.052008823470264476,24.028076443262187,2.193038722996152,548.1990037883227,412,2020-04-12
9893,20200412,NY,19378102.0,3.911631799646839,106.41393052838716,48.43095572517886,2382.0753962384965,412,2020-04-12
9892,20200412,NV,2700551.0,0.11108844084040627,37.918187806858676,4.739773475857334,911.3325391744129,412,2020-04-12
9891,20200412,NM,2059179.0,0.04856304381503502,77.40949184116583,0.9712608763007003,1393.3708531409848,412,2020-04-12
9890,20200412,NJ,8791894.0,2.7297872335585485,74.40945034141676,35.07776595122734,1441.4982710210109,412,2020-04-12
9889,20200412,NH,1316470.0,0.07596071311917477,28.485267419690537,1.7470964017410193,889.7278327648941,412,2020-04-12
9888,20200412,NE,1826341.0,0.0,38.6565269026978,0.9308228857590122,585.3780865676235,412,2020-04-12
9887,20200412,ND,672591.0,0.14867876614465553,58.87679139328359,1.1894301291572442,1547.29991926743,412,2020-04-12
9886,20200412,NC,9535483.0,0.010487145748149308,18.31055647626869,0.8494588056000938,651.6607496442498,412,2020-04-12
9885,20200412,MT,989415.0,0.0,33.55518159720643,0.6064189445278271,900.8353420960871,412,2020-04-12
9884,20200412,MS,2967297.0,0.1011021141463089,4.684397955445646,3.235267652681885,721.6331900716376,412,2020-04-12
9882,20200412,MO,5988927.0,0.01669748186945675,33.862493231258284,1.8367230056402424,754.726180499445,412,2020-04-12
9881,20200412,MN,5303925.0,0.11312377154654336,22.436214690064432,1.3197773347096726,752.1599570129667,412,2020-04-12
9880,20200412,MI,9883640.0,1.6997786240696748,30.353189715529904,22.75477455674225,973.5380892060011,412,2020-04-12
9879,20200412,ME,1328361.0,0.0,1.2797725919384866,1.4303340733430143,505.9618582599158,412,2020-04-12
9878,20200412,MD,5773552.0,0.6408533256477121,43.75122974557084,5.802320651134691,861.9304026360202,412,2020-04-12
9877,20200412,MA,6547629.0,1.6799974464038816,58.06682082934143,16.12797548547726,2136.361116367467,412,2020-04-12
9876,20200412,LA,4533372.0,0.7499936029957391,157.27807027528294,18.529253721071203,2295.090718343873,412,2020-04-12
9875,20200412,KY,4339367.0,0.09217934320835273,6.429509188782603,2.1662145653962894,566.1424811499004,412,2020-04-12
9874,20200412,KS,2853118.0,0.035049374053228784,31.89493038843819,1.9627649469808117,464.5093543274411,412,2020-04-12
9873,20200412,IN,6483802.0,0.20049964511562815,50.49506446988973,5.290106021127727,655.3099554859941,412,2020-04-12
9872,20200412,IL,12830632.0,0.3351354789070406,66.91798190455467,5.611570809606261,785.1133132023426,412,2020-04-12
9871,20200412,ID,1567582.0,0.1275850322343584,34.70312876774548,1.722397935163838,912.7433206045998,412,2020-04-12
9870,20200412,IA,3046355.0,0.22978280600914863,15.100012966315482,1.3458707209107277,577.4770176161347,412,2020-04-12
9869,20200412,HI,1360301.0,0.0,32.125242869041486,0.5881051326140317,1320.8841278511152,412,2020-04-12
9867,20200412,GA,9687653.0,0.05161208808779588,28.26277943687702,4.469606828403123,562.0866065289498,412,2020-04-12
9866,20200412,FL,18801310.0,0.14360701461759845,52.23040309425247,2.4732319184141955,972.0226941633322,412,2020-04-12
9865,20200412,DE,897934.0,0.5568337984751663,0.0,5.345604465361597,1236.5051328939544,412,2020-04-12
9864,20200412,DC,601723.0,0.4985682780947379,99.87984504497916,8.309471301578965,1768.255492976004,412,2020-04-12
9863,20200412,CT,3574097.0,1.6787457083565442,38.862963148454,15.500418707158758,1153.298301640946,412,2020-04-12
9862,20200412,CO,5029196.0,0.4772134551924403,48.95414694515783,5.4481869467803605,757.6558956938643,412,2020-04-12
9861,20200412,CA,37253956.0,0.11273970474437667,45.925324011227154,1.7474654235378386,510.89339344256484,412,2020-04-12
9860,20200412,AZ,6392017.0,0.1095115986080763,24.70268774316464,1.7991191199898249,658.7748436839264,412,2020-04-12
9858,20200412,AR,2915918.0,0.10288355159507229,39.2329276749209,0.9259519643556506,676.3564681860053,412,2020-04-12
9857,20200412,AL,4779736.0,0.041843315195650974,6.987833637673713,1.9457141565977705,451.5521359338675,412,2020-04-12
9856,20200412,AK,710231.0,0.0,43.084573892156214,1.1263940886838226,1131.7444606050708,412,2020-04-12
9855,20200413,WY,563626.0,0.1774226171255407,88.71130856277036,0.1774226171255407,1075.5359050150278,413,2020-04-13
9854,20200413,WV,1852994.0,0.05396671548855528,21.478752764445,0.48570043939699753,898.8156464618883,413,2020-04-13
9853,20200413,WI,5686986.0,0.17584006712870404,17.03890250477142,2.707937033782042,718.2890902140431,413,2020-04-13
9852,20200413,WA,6724540.0,0.25280539635424876,68.19797339297558,7.822096381313815,2104.872600951143,413,2020-04-13
9851,20200413,VT,625741.0,0.15981052863724768,89.1742749795842,4.4746948018429356,1603.8584654034175,413,2020-04-13
9849,20200413,VA,8001024.0,0.0999872016381903,26.771573238625457,1.8622616305112947,683.6374944007167,413,2020-04-13
9848,20200413,UT,2763885.0,0.0,56.18902378355105,0.651257197748821,1656.6174062958482,413,2020-04-13
9847,20200413,TX,25145561.0,0.06362952093214384,34.5707140914454,1.1413545317203304,529.8191597316122,413,2020-04-13
9846,20200413,TN,6346105.0,0.1260615763527392,86.95097228930186,1.7175889778060718,1200.6577262746205,413,2020-04-13
9845,20200413,SD,814180.0,0.0,55.147510378540375,0.7369377778869538,1105.6523127563928,413,2020-04-13
9844,20200413,SC,4625364.0,0.0,0.0,1.7728334461893163,679.4059883719423,413,2020-04-13
9843,20200413,RI,1052567.0,0.9500582860758507,188.4915639574488,6.93542548835371,2234.1570655359706,413,2020-04-13
9841,20200413,PA,12702379.0,0.1338331977025721,38.59119618458873,4.125211505655751,1021.792846836014,413,2020-04-13
9840,20200413,OR,3831074.0,0.026102341014556232,35.577490802840146,1.3834240737714802,812.3309547140045,413,2020-04-13
9839,20200413,OK,3751351.0,0.07997118904629293,2.6390492385276665,2.6390492385276665,609.3538034697366,413,2020-04-13
9838,20200413,OH,11536504.0,0.18203088214592567,16.20074851098738,2.3750696051420777,564.3997522993101,413,2020-04-13
9837,20200413,NY,19378102.0,3.4626714215871086,86.46873672148078,51.89362714676598,2468.5441329599776,413,2020-04-13
9836,20200413,NV,2700551.0,0.18514740140067712,31.586146678955515,4.924920877258011,942.9186858533684,413,2020-04-13
9835,20200413,NM,2059179.0,0.2913782628902101,88.53042887480885,1.2626391391909106,1481.9012820157939,413,2020-04-13
9834,20200413,NJ,8791894.0,1.8653546095983415,31.09682623562113,36.94312056082568,1472.595097256632,413,2020-04-13
9833,20200413,NH,1316470.0,0.0,29.244874550882287,1.7470964017410193,918.9727073157762,413,2020-04-13
9832,20200413,NE,1826341.0,0.0,15.385954758722495,0.9308228857590122,600.7640413263459,413,2020-04-13
9831,20200413,ND,672591.0,0.0,67.94619612810757,1.1894301291572442,1615.2461153955376,413,2020-04-13
9830,20200413,NC,9535483.0,0.05243572874074654,13.098445039438484,0.9018945343408404,664.7591946836883,413,2020-04-13
9829,20200413,MT,989415.0,0.10106982408797117,18.697917456274666,0.7074887686157982,919.5332595523618,413,2020-04-13
9828,20200413,MS,2967297.0,0.06740140943087261,322.5494448314409,3.302669062112758,1044.1826349030785,413,2020-04-13
9826,20200413,MO,5988927.0,0.066789927477827,3.8070258662361387,1.9035129331180694,758.5332063656812,413,2020-04-13
9825,20200413,MN,5303925.0,0.0,14.800360110672756,1.3197773347096726,766.9603171236396,413,2020-04-13
9824,20200413,MI,9883640.0,1.4367176465350822,35.857234783946,24.191492203277335,1009.3953239899471,413,2020-04-13
9823,20200413,ME,1328361.0,0.0,420.44293682214396,1.4303340733430143,926.4047950820599,413,2020-04-13
9822,20200413,MD,5773552.0,0.8486976474794027,34.41555562329741,6.651018298614094,896.3459582593177,413,2020-04-13
9821,20200413,MA,6547629.0,2.367269129023651,114.60637125286115,18.495244614500912,2250.967487620328,413,2020-04-13
9820,20200413,LA,4533372.0,0.9705799568180153,89.24923875649296,19.499833677889217,2384.339957100366,413,2020-04-13
9819,20200413,KY,4339367.0,0.06913450740626456,29.93524170691255,2.2353490728025536,596.077722856813,413,2020-04-13
9818,20200413,KS,2853118.0,0.2102962443193727,21.415167546522788,2.1730611913001847,485.92452187396384,413,2020-04-13
9817,20200413,IN,6483802.0,0.10796134736995362,31.61725172977213,5.398067368497681,686.9272072157663,413,2020-04-13
9816,20200413,IL,12830632.0,0.5767447776539768,39.2264387288171,6.188315587260237,824.3397519311596,413,2020-04-13
9815,20200413,ID,1567582.0,0.0,36.55311173514368,1.722397935163838,949.2964323397437,413,2020-04-13
9814,20200413,IA,3046355.0,0.06565223028832819,36.24003111915716,1.411522951199056,613.7170487352919,413,2020-04-13
9813,20200413,HI,1360301.0,0.07351314157675397,64.39751202123648,0.6616182741907857,1385.281639872352,413,2020-04-13
9811,20200413,GA,9687653.0,0.31999494614433444,26.507968441891965,4.7896017745474575,588.5945749708418,413,2020-04-13
9810,20200413,FL,18801310.0,0.09573800974506563,71.55884350611738,2.5689699281592615,1043.5815376694495,413,2020-04-13
9809,20200413,DE,897934.0,0.5568337984751663,79.84996670133884,5.902438263836763,1316.3550995952933,413,2020-04-13
9808,20200413,DC,601723.0,0.4985682780947379,48.859691253284325,8.808039579673704,1817.1151842292882,413,2020-04-13
9807,20200413,CT,3574097.0,1.3429965666852355,86.42742488522276,16.843415273843995,1239.7257265261687,413,2020-04-13
9806,20200413,CO,5029196.0,0.5965168189905503,51.39986590301909,6.04470376577091,809.0557615968835,413,2020-04-13
9805,20200413,CA,37253956.0,0.09663403263803715,1.4870903911520164,1.844099456175876,512.3804838337169,413,2020-04-13
9804,20200413,AZ,6392017.0,0.1095115986080763,19.36790843954264,1.9086307185979012,678.142752123469,413,2020-04-13
9802,20200413,AR,2915918.0,0.10288355159507229,37.106667608622736,1.028835515950723,713.463135794628,413,2020-04-13
9801,20200413,AL,4779736.0,0.1255299455869529,158.98367608587586,2.0712441021847234,610.5358120197434,413,2020-04-13
9800,20200413,AK,710231.0,0.0,-29.28624630577939,1.1263940886838226,1102.4582142992915,413,2020-04-13
9799,20200414,WY,563626.0,0.0,1.774226171255407,0.1774226171255407,1077.3101311862831,414,2020-04-14
9798,20200414,WV,1852994.0,0.0,20.66925203211667,0.48570043939699753,919.4848984940048,414,2020-04-14
9797,20200414,WI,5686986.0,0.28134410740592647,24.51210535774134,2.9892811411879685,742.8011955717844,414,2020-04-14
9796,20200414,WA,6724540.0,0.23793449068635178,69.26867860106417,8.060030872000166,2174.1412795522074,414,2020-04-14
9795,20200414,VT,625741.0,0.15981052863724768,35.95736894338073,4.634505330480183,1639.8158343467983,414,2020-04-14
9793,20200414,VA,8001024.0,0.06249200102386895,20.159919530300122,1.9247536315351634,703.7974139310169,414,2020-04-14
9792,20200414,UT,2763885.0,0.036180955430490054,24.928678291607646,0.687438153179311,1681.5460845874559,414,2020-04-14
9791,20200414,TX,25145561.0,0.12328219680602871,52.657405416407286,1.2646367285263589,582.4765651480195,414,2020-04-14
9790,20200414,TN,6346105.0,0.23636545566138598,41.537289408227565,1.9539544334674575,1242.195015682848,414,2020-04-14
9789,20200414,SD,814180.0,0.0,36.10995111646073,0.7369377778869538,1141.7622638728535,414,2020-04-14
9788,20200414,SC,4625364.0,0.324298801132192,52.90394442469825,2.0971322473215084,732.3099327966404,414,2020-04-14
9787,20200414,RI,1052567.0,0.6650408002530955,104.12638815391324,7.600466288606806,2338.283453689884,414,2020-04-14
9785,20200414,PA,12702379.0,0.47235246247966617,30.22268505765731,4.597563968135418,1052.015531893671,414,2020-04-14
9784,20200414,OR,3831074.0,0.052204682029112465,32.41910754007884,1.4356287558005927,844.7500622540833,414,2020-04-14
9783,20200414,OK,3751351.0,0.23991356713887876,144.21471091348158,2.8789628056665455,753.5685143832181,414,2020-04-14
9782,20200414,OH,11536504.0,0.433406862252204,25.04224850093234,2.8084764673942817,589.4420008002425,414,2020-04-14
